;grid=25x25:extent=(-36.0000,36,-36,36.0000):X_lbl=plate_x:Y_lbl=plate_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    #,   plate_x,   plate_y,  Seconds,       i0,       i1,      mon,    bstop,    Omron,      CH6,      CH7,     TEMP,   marccd,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     ROI8,     ROI9,    ROI10,    RIO11,    ROI12,    ROI13,      SWX,     CCD1,    CTEMP,    Timer,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,Imax,Iave,ratio
166,12.002,-18.0003,60,12975895,375473,0,71996,28161852,0,0,0,65.019567,33060,32580,96,160,740,312,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.5842087,66.43451744,2.477389994
167,15,-18.0003,60,12970332,375445,0,71924,28309341,0,0,0,65.052133,32340,31860,85,144,678,255,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.2953236,64.63400575,2.572876641
168,17.998,-18.0003,60,12946514,373476,0,71634,27869501,0,0,0,65.191696,45480,44820,151,152,1482,461,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.9080302,104.8087281,3.758351402
169,21.001,-18.0003,60,12923050,372193,0,71350,28364510,0,0,0,65.051422,193020,190140,46609,86984,147,342,6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.9431321,73.45837673,1.537511951
170,23.999,-18.0003,60,12925032,369802,0,71478,59949023,0,0,0,65.023693,170700,168420,40591,71405,495,353,5224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.3235207,69.35517459,1.533029386
171,27.002,-18.0003,60,13000331,370051,0,72290,28665230,0,0,0,65.039856,90600,89520,16147,26749,102,229,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.25649448,52.19941756,1.288452968
172,30,-18.0003,60,12975539,372339,0,71950,28002902,0,0,0,65.029358,39540,39000,1391,2033,47,105,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.39597176,40.72052296,1.728759029
177,-30,-15.0001,60,12929399,365040,0,71416,29091162,0,0,0,65.081069,126000,124380,16148,58471,1119,422,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.7369603,95.74396135,3.71550284
178,-27.002,-15.0001,60,12902657,361466,0,71149,27733222,0,0,0,65.1006,47760,47160,1469,5059,1193,382,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.3479084,82.12877062,4.095372497
179,-23.999,-15.0001,60,13009573,360520,0,72491,59949129,0,0,0,65.088711,40500,39960,440,1394,1096,371,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.0316058,78.01324106,4.371457988
180,-21.001,-15.0001,60,12987204,364770,0,72109,27858814,0,0,0,65.07912,37140,36600,142,297,1049,365,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.0394737,78.17617952,3.454242396
181,-17.998,-15.0001,60,12949010,366668,0,71728,59948862,0,0,0,65.028513,33960,33480,105,257,944,339,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.1292369,77.17172065,3.720653557
182,-15,-15.0001,60,12918396,368969,0,71315,28509015,0,0,0,65.072271,33000,32520,125,265,912,316,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.5869093,77.043959,3.304437008
183,-12.002,-15.0001,60,12988394,368851,0,72143,28329758,0,0,0,65.377315,32940,32460,131,219,968,339,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.0424152,77.18823932,3.407804317
184,-8.999,-15.0001,60,12997331,367872,0,72253,28382933,0,0,0,65.018542,33240,32760,132,226,964,315,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.3993679,77.44395038,3.530286957
185,-6.001,-15.0001,60,12984408,367563,0,72143,59949146,0,0,0,65.143366,33000,32460,135,193,964,297,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.9637392,77.54232623,3.404124586
186,-2.99801,-15.0001,60,12948524,364194,0,71701,42349391,0,0,0,65.131654,32700,32220,117,206,979,348,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.3140386,77.16915218,3.671337971
187,0,-15.0001,60,12910065,363453,0,71289,28560733,0,0,0,65.239537,32400,31860,112,169,931,331,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.1382236,77.03631953,3.623462612
188,2.99801,-15.0001,60,12981166,358543,0,72098,28749993,0,0,0,65.218074,31860,31380,114,182,914,329,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.6247505,75.80648948,3.477601354
189,6.001,-15.0001,60,12962999,359750,0,71923,59949122,0,0,0,65.134574,32280,31800,104,178,933,322,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.4956753,75.62361556,3.404963825
190,8.999,-15.0001,60,12944418,372693,0,71652,27984756,0,0,0,65.146737,32940,32460,114,169,951,341,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.7103022,76.98978976,3.061578723
191,12.002,-15.0001,60,12916247,371062,0,71300,27677472,0,0,0,65.054149,33300,32760,111,175,914,310,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.9766238,76.75700542,3.100389632
192,15,-15.0001,60,12987879,367997,0,72137,27968052,0,0,0,65.25262,33000,32520,100,179,910,317,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.4691935,75.92849994,3.206558719
193,17.998,-15.0001,60,12971411,372595,0,71948,28462695,0,0,0,65.090079,46440,45840,247,398,1557,472,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.2832625,107.4792523,3.333510932
194,21.001,-15.0001,60,12921568,369950,0,71359,28108052,0,0,0,65.224808,198240,195300,50094,88294,147,323,6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0423675,73.81259157,1.856625876
195,23.999,-15.0001,60,12888859,371008,0,70985,28872878,0,0,0,65.07786,192180,189540,48762,83747,126,317,6391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.2680639,73.26681236,1.545966861
196,27.002,-15.0001,60,12889691,368479,0,70964,28168687,0,0,0,64.92956,167940,165600,41872,68319,112,329,5586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.1763228,68.73199002,1.530238289
197,30,-15.0001,60,12992011,370394,0,72207,28215012,0,0,0,65.009961,77160,76260,12697,18948,79,166,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.43342037,49.19036456,1.411524818
201,-32.998,-12,60,12963846,357088,0,71903,59942373,0,0,0,64.973156,211320,208260,32983,125980,94,156,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.4495537,64.38404905,2.740578704
202,-30,-12,60,12954370,365851,0,71799,59949052,0,0,0,65.02179,237360,233580,38861,141410,763,339,3802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.6305732,98.07337043,2.749274059
203,-27.002,-12,60,12942425,362332,0,71694,59948768,0,0,0,65.045442,44520,43920,1165,3832,1285,403,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.1473237,85.86981883,4.252336021
204,-23.999,-12,60,13049573,366028,0,72892,28509688,0,0,0,65.21203,36960,36480,223,625,1178,380,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.4556343,83.89850345,4.34400638
205,-21.001,-12,60,13009418,368421,0,72435,28125851,0,0,0,64.993743,34800,34260,130,330,1134,384,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.4261477,84.8641637,3.528299045
206,-17.998,-12,60,12975692,366524,0,72117,59948799,0,0,0,65.13429,32640,32220,150,337,1051,369,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.5223014,85.73338388,3.87856266
207,-15,-12,60,12944971,369669,0,71669,28702431,0,0,0,65.038542,32100,31680,161,284,1099,370,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.6277566,86.38525722,3.572690139
208,-12.002,-12,60,12985061,369469,0,72177,54254726,0,0,0,64.91062,31920,31440,164,278,1053,344,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.0006632,86.09359947,3.670431544
209,-8.999,-12,60,13025818,369878,0,72626,28102975,0,0,0,65.142521,31980,31500,142,278,1030,332,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.683452,86.59273526,3.657159588
210,-6.001,-12,60,12988172,367431,0,72241,59948854,0,0,0,65.199242,32100,31620,152,279,1052,378,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.7950969,86.20800222,3.674775992
211,-2.99801,-12,60,12938680,357956,0,71542,27976061,0,0,0,64.988008,30960,30540,150,243,1007,326,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.2052344,84.49898542,3.836794404
212,0,-12,60,12915812,361689,0,71337,59948845,0,0,0,65.042851,31560,31080,170,253,996,344,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.1174424,85.34293877,3.692366902
213,2.99801,-12,60,13018685,367652,0,72484,28616582,0,0,0,65.229068,31740,31260,155,250,1025,375,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.9156866,86.21570043,3.745439462
214,6.001,-12,60,12969597,369315,0,72003,59948757,0,0,0,64.99567,31800,31380,147,217,1054,358,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.0293192,86.40622708,3.483884546
215,8.999,-12,60,12939825,368223,0,71654,56867275,0,0,0,65.054727,31500,31020,148,224,1049,373,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.4700713,84.92760622,3.361334247
216,12.002,-12,60,12913878,367133,0,71278,28226942,0,0,0,65.001306,31080,30660,138,192,979,362,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.2865196,84.12142285,3.569679512
217,15,-12,60,12984516,367956,0,72122,28345113,0,0,0,65.001705,31260,30780,140,179,981,356,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.8696734,83.63365773,3.585514271
218,17.998,-12,60,13027588,368708,0,72631,28510527,0,0,0,65.05744,51360,50700,2054,3496,1507,459,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.8297366,107.207516,2.703446059
219,21.001,-12,60,12981642,356677,0,71998,28091925,0,0,0,64.967267,199560,196620,51936,88997,126,259,6777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.648916,72.09898017,1.493071272
220,23.999,-12,60,12933289,368056,0,71436,28436309,0,0,0,65.037807,198840,196020,52423,86474,124,363,6991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.1174556,73.69613598,1.575624747
221,27.002,-12,60,12901314,368300,0,71102,28506165,0,0,0,65.04997,191220,188520,50861,80275,114,314,6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5906484,73.01766906,1.54196443
222,30,-12,60,12993279,362902,0,72208,27836127,0,0,0,64.991835,148680,146760,37157,56272,107,269,5086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.27859888,64.44277714,1.478499269
223,32.998,-12,60,12957617,367067,0,71861,59949240,0,0,0,65.100719,37860,37320,28,68,47,120,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.63461538,40.34548862,1.478098727
226,-32.998,-8.99984,60,12919823,363191,0,71313,27997777,0,0,0,65.132272,393900,385440,69431,257744,106,160,6399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.0839303,91.37356436,3.295087943
227,-30,-8.99984,60,12887444,360346,0,70878,28046959,0,0,0,65.084196,359400,351960,64210,231424,266,210,6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.7721143,93.80076163,2.556185154
228,-27.002,-8.99984,60,12970878,362019,0,71887,28313243,0,0,0,65.286856,47400,46800,2190,6866,1231,391,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.7467949,92.16699688,4.087654015
229,-23.999,-8.99984,60,12958869,352132,0,71864,59949090,0,0,0,65.118404,37980,37440,688,2006,1214,386,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.6219228,89.41447864,4.033149086
230,-21.001,-8.99984,60,12939432,355669,0,71608,59948969,0,0,0,65.184177,37020,36480,706,2012,1143,360,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.3954568,92.87719391,3.44966771
231,-17.998,-8.99984,60,12937176,360730,0,71599,59948938,0,0,0,65.128632,36840,36360,819,2033,1113,325,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.3235246,96.47535743,3.175147859
232,-15,-8.99984,60,12960606,359649,0,71903,59948963,0,0,0,65.11731,36540,36000,762,1908,1155,362,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.416242,96.33495192,3.035411719
233,-12.002,-8.99984,60,13002616,361461,0,72353,28131240,0,0,0,65.120547,36000,35520,690,1706,1119,347,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.9886569,96.56570437,3.261910209
234,-8.999,-8.99984,60,12972038,350952,0,72029,59949091,0,0,0,65.100536,34620,34140,656,1424,1025,355,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.6005261,93.73065057,3.068372238
235,-6.001,-8.99984,60,12963124,360591,0,71802,28255833,0,0,0,65.192889,36000,35520,961,2073,1048,322,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.207299,95.84159457,2.996687402
236,-2.99801,-8.99984,60,12964159,363010,0,71841,27976396,0,0,0,65.248122,35760,35280,678,1457,1167,357,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.46966,96.83920388,3.133747985
237,0,-8.99984,60,13077963,363392,0,73218,28193783,0,0,0,65.044948,34860,34380,519,990,1122,357,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.972382,96.61367265,3.011710186
238,2.99801,-8.99984,60,13048713,349922,0,72948,59948049,0,0,0,65.114138,35040,34560,955,1585,1013,343,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.048167,94.07041925,2.966375288
239,6.001,-8.99984,60,13006366,358530,0,72335,27842172,0,0,0,65.158646,35580,35100,938,1496,1102,383,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.9311195,96.05507792,3.018384096
240,8.999,-8.99984,60,12970248,358001,0,72026,59948985,0,0,0,65.083608,34800,34320,711,1114,1089,341,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.8750616,95.18691023,2.950774019
241,12.002,-8.99984,60,13011643,359496,0,72389,28548626,0,0,0,65.009602,34140,33600,384,666,1142,350,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.4252836,94.61906561,3.037710019
242,15,-8.99984,60,13036175,359489,0,72664,28355776,0,0,0,65.077789,34500,33960,587,991,1084,342,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.8168667,94.07004418,3.048971319
243,17.998,-8.99984,60,13000288,358923,0,72306,28456050,0,0,0,65.216444,84240,83220,13947,23762,1184,405,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.8574576,97.39720408,3.592068796
244,21.001,-8.99984,60,12974897,358387,0,71998,28433112,0,0,0,65.130646,205380,202380,55340,91304,115,298,7254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.2768166,73.11772069,3.696461187
245,23.999,-8.99984,60,12949011,357576,0,71662,28154177,0,0,0,65.302631,197280,194460,53866,85237,105,320,7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.4051415,72.07465668,1.490192897
246,27.002,-8.99984,60,13066953,357600,0,73048,28503518,0,0,0,65.824554,189240,186480,52669,80286,137,291,7135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.9152297,71.35218848,1.51243055
247,30,-8.99984,60,13028061,355154,0,72629,28473498,0,0,0,65.109834,181200,178740,50326,73561,106,291,6788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.4689349,69.98016468,1.535705659
248,32.998,-8.99984,60,12989086,351627,0,72182,28653598,0,0,0,65.104304,44280,43680,47,146,79,165,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.47654321,41.38974322,1.412826915
251,-32.998,-5.99969,60,12927549,355468,0,71411,27951865,0,0,0,65.150788,411240,402180,74228,270241,89,192,6792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.8459251,93.08433326,3.479059405
252,-30,-5.99969,60,12985030,355847,0,72136,28286515,0,0,0,65.097387,399660,391020,74083,259210,99,159,7082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.3862684,92.09337389,3.066303866
253,-27.002,-5.99969,60,12991917,350619,0,72234,28141937,0,0,0,65.127345,130740,129120,20535,66701,985,334,2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.1305722,95.43971158,2.966590819
254,-23.999,-5.99969,60,12949066,347646,0,71767,59949256,0,0,0,65.222099,112140,110880,17153,54180,933,356,1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.5891229,94.8430171,2.821389819
255,-21.001,-5.99969,60,12901508,348528,0,71184,59949031,0,0,0,65.09251,110940,109620,17616,51940,909,288,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.4510932,97.25418538,2.390139738
256,-17.998,-5.99969,60,12904689,349594,0,71219,28359750,0,0,0,65.176534,109260,108000,17709,50023,889,304,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.3633076,98.42677656,2.147416739
257,-15,-5.99969,60,12973331,350673,0,72019,28143207,0,0,0,65.298331,110040,108780,17206,46874,2275,418,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.6261713,99.10596299,2.135352555
258,-12.002,-5.99969,60,12966703,351054,0,71945,49299431,0,0,0,65.204371,102780,101580,17126,44482,919,343,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.3537728,98.46688376,1.923019858
259,-8.999,-5.99969,60,12962292,353445,0,71859,28494675,0,0,0,65.039446,98100,97020,16151,40332,886,289,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.1776476,98.84730091,1.954303717
260,-6.001,-5.99969,60,12941987,343458,0,71619,28429968,0,0,0,64.989311,99600,98460,17602,41234,774,329,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.3092159,95.00479437,1.939999104
261,-2.99801,-5.99969,60,13044398,356213,0,72919,59948887,0,0,0,65.133504,94860,93720,16666,36530,910,322,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.1433219,98.16672112,1.906382528
262,0,-5.99969,60,13015436,356995,0,72477,28456946,0,0,0,65.104159,88020,87060,14982,31918,946,313,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.9795384,98.67218,2.026706397
263,2.99801,-5.99969,60,12984258,357850,0,72125,28347736,0,0,0,65.234553,90360,89340,16215,32254,952,307,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.9819424,100.3531218,1.883169542
264,6.001,-5.99969,60,12951089,355309,0,71743,32464986,0,0,0,65.145585,88260,87240,16097,30326,897,360,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.052218,98.949594,1.951015767
265,8.999,-5.99969,60,12978693,356266,0,72033,27576950,0,0,0,65.157286,80400,79440,13728,25509,966,324,1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.4778864,99.16606009,1.910713062
266,12.002,-5.99969,60,13050226,357595,0,72994,59948875,0,0,0,65.163626,76020,75120,12640,22207,982,366,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.617808,98.31818832,1.918442673
267,15,-5.99969,60,13039594,358142,0,72775,27962511,0,0,0,65.238208,78480,77580,14204,23501,987,307,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0268424,97.40870081,2.156140474
268,17.998,-5.99969,60,13001467,356558,0,72335,28925474,0,0,0,65.178231,159960,157860,40242,66434,549,333,5212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.1184211,84.26073755,2.422461837
269,21.001,-5.99969,60,12958985,355240,0,71869,28317216,0,0,0,65.11692,208320,205320,58110,92107,133,277,7726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7357922,72.47063288,1.459015714
270,23.999,-5.99969,60,13066750,351331,0,73088,28592416,0,0,0,65.333322,197880,195060,55823,85210,114,288,7523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.6513657,71.00434456,1.473872709
271,27.002,-5.99969,60,13040836,359339,0,72800,28303667,0,0,0,65.255516,196500,193560,56052,81751,117,271,7667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.6072564,72.11779916,1.492103998
272,30,-5.99969,60,12993953,360329,0,72186,27392895,0,0,0,65.139765,191520,188760,55190,77200,100,273,7619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.7408764,71.7951517,1.51459916
273,32.998,-5.99969,60,12967674,359903,0,71871,28254228,0,0,0,65.090517,48660,48000,69,172,88,190,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.94320988,43.60364012,1.397663353
276,-32.998,-3.00017,60,13015206,356205,0,72497,28033724,0,0,0,65.048252,424080,414480,78015,276063,101,185,7367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.7447924,94.44657154,3.650156768
277,-30,-3.00017,60,13024937,358959,0,72586,28409104,0,0,0,65.228869,413160,403920,78194,266735,86,181,7708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.0978511,93.75783773,3.328765452
278,-27.002,-3.00017,60,13007449,358579,0,72390,28486636,0,0,0,65.414928,329400,323100,63620,206186,301,233,6276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.5391046,95.12216313,2.570789988
279,-23.999,-3.00017,60,12969576,349235,0,72004,28024569,0,0,0,65.17668,299040,293700,59168,182811,322,210,6062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.3245875,91.86217135,1.799702588
280,-21.001,-3.00017,60,12976255,357172,0,72142,59916583,0,0,0,65.090429,299520,294180,60450,180245,308,227,6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.3636364,93.14954562,1.517598775
281,-17.998,-3.00017,60,13031360,362349,0,72805,59948589,0,0,0,65.111694,295800,290580,62021,173955,336,216,6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.6040939,93.43907035,1.718810913
