;grid=31x31:extent=(-44.0000,44,-44,44.0000):X_lbl=plate_x:Y_lbl=plate_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    #,   plate_x,   plate_y,  Seconds,       i0,       i1,      mon,    bstop,    Omron,      CH6,      CH7,     TEMP,   marccd,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     ROI8,     ROI9,    ROI10,    RIO11,    ROI12,    ROI13,      SWX,     CCD1,    CTEMP,    Timer,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,Imax,Iave,Ratio
172,5.86655,-29.3336,60,13444781,815376,0,77351,28725568,0,0,0,65.074446,483240,469980,347555,4334,1192,952,49867,770,412381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.3760698,181.8534792,1.712235977
173,8.79982,-29.3336,60,13403006,810882,0,76853,28395398,0,0,0,65.058208,495480,481380,359963,4250,1099,875,52107,721,426941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.425609,183.2323003,1.666876465
174,11.7331,-29.3336,60,13376687,810721,0,76519,29074811,0,0,0,65.09546,509400,494880,373966,4071,1116,844,53801,733,442733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.4934167,184.8266159,1.625812469
175,14.6664,-29.3336,60,13340547,808266,0,76104,28766176,0,0,0,65.179527,526680,511080,391066,4087,1094,786,56359,723,462249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.7600395,187.7023333,1.581014121
176,17.5996,-29.3336,60,13444945,812084,0,77391,28733757,0,0,0,65.100071,552480,535560,412588,4054,1136,825,59727,769,487589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.2728769,192.3147853,1.545761947
177,20.5329,-29.3336,60,13402075,808079,0,76885,28648116,0,0,0,65.052487,569880,552060,428563,3873,1065,758,61996,782,505753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.6342932,194.2483815,1.511643448
178,23.4662,-29.3336,60,13362724,806606,0,76420,28593262,0,0,0,65.146353,587880,569100,446751,3740,1047,774,63995,773,526195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.3940026,196.922263,1.489897577
179,26.3994,-29.3336,60,13308772,804335,0,75784,28524914,0,0,0,65.280655,600540,580980,459693,3707,1060,670,66300,741,541320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.8935967,199.0723433,1.476315553
180,29.3327,-29.3336,60,13326779,803008,0,75999,28532673,0,0,0,65.116368,616800,596520,474101,3431,1106,692,68474,762,557937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.6198373,201.0607077,1.45538052
181,32.266,-29.3336,60,13361654,803359,0,76402,28435912,0,0,0,65.098987,632340,610800,488167,3501,994,640,70211,727,573623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.1695398,203.2692898,1.442271678
189,-35.1992,-26.3999,60,13345311,793721,0,76191,28653740,0,0,0,65.047079,290220,284460,169257,6205,1359,1266,24614,829,208998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.8888521,150.0978614,1.931332327
190,-32.2659,-26.3999,60,13343166,788254,0,76249,28783099,0,0,0,65.089537,297600,291540,176864,6026,1240,1309,25675,821,217530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.7309922,150.7649796,1.915106499
191,-29.3327,-26.3999,60,13351922,787316,0,76379,28582042,0,0,0,65.084503,308760,302340,187488,6076,1256,1207,27201,857,229980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.834266,152.5537135,1.89332832
192,-26.3994,-26.3999,60,13425989,809482,0,77226,28823182,0,0,0,65.114041,328200,321180,203238,5941,1307,1214,29490,833,248085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.9968729,157.8807635,1.874812778
193,-23.4661,-26.3999,60,13403005,811075,0,76943,28749427,0,0,0,65.097131,341340,333900,214512,5961,1207,1224,31186,879,261212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.3663594,160.2731727,1.855372015
194,-20.5328,-26.3999,60,13365743,806217,0,76444,28497919,0,0,0,65.008957,352500,344580,226122,5583,1202,1193,32511,820,273693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.4761356,161.5263088,1.829275601
195,-17.5996,-26.3999,60,13336092,802831,0,76064,28694326,0,0,0,64.93006,365340,356820,237070,5444,1182,1164,34439,818,286496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.3280118,162.3793173,1.806437031
196,-14.6663,-26.3999,60,13398951,802369,0,76843,28645071,0,0,0,65.01182,377280,368400,249412,5361,1209,1126,36085,808,300519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.5999013,164.4330417,1.785528616
197,-11.733,-26.3999,60,13396931,798262,0,76826,28663706,0,0,0,65.015079,390960,381420,262518,5176,1235,1096,38186,780,315665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.2682609,166.2843198,1.763655535
198,-8.79978,-26.3999,60,13365805,796375,0,76483,28811958,0,0,0,64.942834,405600,395820,275976,5050,1186,1029,40016,828,331024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.1073694,167.8514623,1.746230658
199,-5.86651,-26.3999,60,13335514,792186,0,76084,28805363,0,0,0,65.206489,416100,405720,287740,4993,1175,1014,41519,825,344313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.3341467,169.4510842,1.731084508
200,-2.93325,-26.3999,60,13342803,793605,0,76210,28748431,0,0,0,65.135015,434640,423360,304073,4828,1127,1004,44062,827,363204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.2965674,172.1603398,1.715241546
201,0,-26.3999,60,13406251,794217,0,76997,28774251,0,0,0,65.204038,449040,437280,319106,4756,1156,979,45489,770,379772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.8207256,174.5556145,1.700436428
202,2.93329,-26.3999,60,13376556,791377,0,76620,28618863,0,0,0,65.063045,463560,451320,332538,4480,1125,933,47738,819,395201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.3577355,176.1380298,1.676853862
203,5.86655,-26.3999,60,13337752,790237,0,76088,28636112,0,0,0,65.255321,481800,468600,349521,4342,1075,981,50387,736,414926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.8005918,179.0660593,1.651907642
204,8.79982,-26.3999,60,13312520,787996,0,75793,28693560,0,0,0,65.074179,499680,485520,366226,4265,1180,863,52530,795,433854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.7641126,181.4561721,1.618925988
205,11.7331,-26.3999,60,13396091,786311,0,76804,28529979,0,0,0,64.955038,517020,502200,382020,4103,1118,813,55187,822,452227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.4574589,183.6392254,1.587119845
206,14.6664,-26.3999,60,13366097,779041,0,76490,28751982,0,0,0,65.127117,526800,511500,393312,4133,1075,817,56719,752,465149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.0823166,184.3336675,1.55198082
207,17.5996,-26.3999,60,13329181,782166,0,76017,28977964,0,0,0,65.26085,547860,531420,413512,3932,1060,802,59519,729,488088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.1371189,188.0222811,1.52182559
208,20.5329,-26.3999,60,13298999,797887,0,75621,28704103,0,0,0,65.108743,580320,561780,439532,3917,1195,775,63324,708,518397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.1777636,195.2647136,1.501437501
209,23.4662,-26.3999,60,13331518,800636,0,76070,28891801,0,0,0,65.125721,601320,581880,458864,3883,1095,765,66280,735,540834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.4136546,198.8115368,1.480868059
210,26.3994,-26.3999,60,13392290,802296,0,76795,28116953,0,0,0,65.063565,619560,599220,475079,3740,1142,709,68904,698,559456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.6450327,201.7176843,1.465637649
211,29.3327,-26.3999,60,13379146,800679,0,76599,28719500,0,0,0,65.069943,634980,613380,490145,3647,1163,641,70570,709,576522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.7927136,203.7661141,1.446720986
212,32.266,-26.3999,60,13366426,804040,0,76481,28794023,0,0,0,65.067985,660540,637740,513449,3531,1068,700,73948,794,603317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.4992883,207.9521933,1.43542265
213,35.1992,-26.3999,60,13354168,802188,0,76335,28335311,0,0,0,65.006621,675240,651420,527413,3598,1188,697,75392,667,619064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.100468,209.8611704,1.425230153
220,-35.1992,-23.467,60,13456514,803254,0,77564,28523197,0,0,0,65.034134,295500,289680,173366,6558,1341,1391,25055,853,214323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.2581661,152.4546691,1.943254136
221,-32.2659,-23.467,60,13429288,807969,0,77223,28862502,0,0,0,65.099741,307440,301200,185095,6307,1345,1362,26356,865,227130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.0293192,155.0171454,1.916106238
222,-29.3327,-23.467,60,13392959,808978,0,76761,28632409,0,0,0,65.00801,320220,313440,195358,6345,1361,1276,28119,830,239306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.6533046,157.1192869,1.894441545
223,-26.3994,-23.467,60,13376548,812733,0,76579,28759674,0,0,0,65.096864,336780,329400,209837,6418,1346,1328,30720,769,256672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.9501317,160.1491315,1.872942606
224,-23.4661,-23.467,60,13444298,815532,0,77370,28503701,0,0,0,65.017618,349260,341460,221660,6088,1297,1245,32014,829,269373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.3337722,162.3545242,1.849863893
225,-20.5328,-23.467,60,13459786,813456,0,77554,28632807,0,0,0,65.139276,359940,351720,232371,5878,1358,1274,34121,787,282285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.4168861,163.5730245,1.818251432
226,-17.5996,-23.467,60,13415010,808157,0,77055,28666705,0,0,0,65.100417,372000,363240,244525,5808,1248,1143,35208,807,295383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.5212311,164.6807279,1.800582466
227,-14.6663,-23.467,60,13382104,790073,0,76660,28755535,0,0,0,65.122363,377340,368280,251803,5545,1196,1179,36565,825,303780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.9025675,163.3442157,1.77479543
228,-11.733,-23.467,60,13377029,807097,0,76559,28698319,0,0,0,65.072301,403320,393300,272689,5558,1232,1169,39558,794,327875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.9442067,169.5624278,1.751238235
229,-8.79978,-23.467,60,13452675,813038,0,77466,28797401,0,0,0,65.055987,419460,409200,288019,5314,1212,1102,41453,812,344991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.456847,172.5631554,1.72375642
230,-5.86651,-23.467,60,13429952,813350,0,77172,28703186,0,0,0,65.146559,435900,424500,303524,5074,1252,1072,43666,808,362721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.4276883,175.024808,1.699345891
231,-2.93325,-23.467,60,13411265,811216,0,76947,28843773,0,0,0,64.953222,454380,442200,319796,4983,1230,1054,45682,791,381103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.7317391,177.3473654,1.678805537
232,0,-23.467,60,13382323,810489,0,76596,28656552,0,0,0,65.272153,468120,455400,334158,4922,1232,984,48319,785,398131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.7984383,179.6233937,1.652337327
233,2.93329,-23.467,60,13434887,811983,0,77201,28591003,0,0,0,65.056644,488700,474960,352572,4714,1184,1033,50540,846,418773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.3084431,182.8125483,1.631772249
234,5.86655,-23.467,60,13402208,809786,0,76787,28703650,0,0,0,65.275545,502380,488160,367417,4664,1210,928,52787,747,435901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.0922677,185.2870368,1.603416368
235,8.79982,-23.467,60,13366033,808789,0,76387,28828518,0,0,0,65.12424,523500,508140,386159,4409,1177,940,55389,788,457149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.8586745,188.1668571,1.582949723
236,11.7331,-23.467,60,13324843,806386,0,75880,28717198,0,0,0,65.137603,546720,530280,407787,4500,1117,872,58615,808,482369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.3177932,191.8431339,1.560221558
237,14.6664,-23.467,60,13337860,811037,0,76047,28708707,0,0,0,65.097313,570660,552780,428412,4280,1198,875,61629,728,506143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.6141758,196.0269945,1.533534585
238,17.5996,-23.467,60,13413555,813367,0,76979,28742038,0,0,0,65.075548,587100,568260,443597,4285,1166,809,63583,748,523233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0591165,198.5840142,1.510993308
239,20.5329,-23.467,60,13396609,816164,0,76783,29107781,0,0,0,65.012177,610260,590280,464263,4161,1107,797,66682,751,547179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.828755,202.1939139,1.492768744
240,23.4662,-23.467,60,13388690,818592,0,76661,28779624,0,0,0,65.172782,628140,606900,481573,4127,1124,743,68950,795,567165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.7077095,205.7097085,1.471528552
241,26.3994,-23.467,60,13366214,816903,0,76438,28653817,0,0,0,65.278235,639900,617940,495119,3992,1196,764,71455,665,582808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.8862266,207.2383486,1.451884888
242,29.3327,-23.467,60,13474639,823675,0,77731,28865478,0,0,0,65.351925,673740,649680,524479,3956,1157,735,75481,734,616707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.5380357,213.4606355,1.44072482
243,32.266,-23.467,60,13461017,798214,0,77552,28784886,0,0,0,65.108765,676860,652680,529488,3615,1125,711,75769,681,621464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.4568153,210.3712552,1.432975313
244,35.1992,-23.467,60,13437124,829588,0,77268,29015538,0,0,0,65.062666,722340,695160,566096,3795,1159,698,81449,735,664756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.1441498,221.5642985,1.422359793
250,-38.1325,-20.5334,60,13384631,818494,0,76629,28656219,0,0,0,64.936738,297000,291060,171871,7195,1418,1454,24844,859,213514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.3423976,155.7593725,1.966767024
251,-35.1992,-20.5334,60,13433225,822768,0,77216,28641845,0,0,0,65.224243,308460,302040,183037,7111,1462,1466,26690,852,226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.9014154,158.1684271,1.946667999
252,-32.2659,-20.5334,60,13433236,834293,0,77212,28888339,0,0,0,65.06588,325860,318840,197041,6804,1430,1439,28393,836,242113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.7361272,162.0067458,1.930389539
253,-29.3327,-20.5334,60,13425675,839102,0,77116,28644981,0,0,0,65.113967,338400,330900,207888,6826,1469,1395,30157,838,255005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.3866689,164.3112178,1.901188933
254,-26.3994,-20.5334,60,13410860,842700,0,76920,28478534,0,0,0,65.353741,351780,343800,221720,6704,1382,1442,32141,879,270880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.9107966,167.2135261,1.877305047
255,-23.4661,-20.5334,60,13396661,842331,0,76739,28751475,0,0,0,65.112107,364560,356100,232535,6428,1415,1340,33464,881,282887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.5098749,168.4393536,1.843452069
256,-20.5328,-20.5334,60,13462440,842596,0,77527,28724225,0,0,0,65.071138,380280,371280,246699,6386,1377,1301,35771,839,299260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.5422976,170.6747071,1.819498055
257,-17.5996,-20.5334,60,13424513,840266,0,77126,28521314,0,0,0,65.086698,396600,386820,262024,6149,1325,1294,37866,820,316550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.033081,173.3198285,1.79456144
258,-14.6663,-20.5334,60,13399019,838623,0,76836,28779594,0,0,0,65.011999,411780,401700,275971,6059,1356,1283,40034,879,332752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.524029,175.3151436,1.771233349
259,-11.733,-20.5334,60,13393977,836730,0,76739,28664356,0,0,0,65.284847,427200,416160,291811,5714,1333,1176,42140,826,350370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.7203752,177.4392077,1.739865609
260,-8.79978,-20.5334,60,13485978,840176,0,77829,28875411,0,0,0,65.126404,444900,433440,307139,5810,1356,1143,44208,840,368109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.0493746,180.2931991,1.719695342
261,-5.86651,-20.5334,60,13497393,839237,0,77924,28593801,0,0,0,65.165401,458640,446160,321525,5455,1271,1073,46170,813,384078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.3320319,182.2384632,1.691915233
262,-2.93325,-20.5334,60,13473215,835596,0,77640,28722986,0,0,0,65.159909,473160,460200,335754,5223,1338,1095,47955,816,400135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.3416301,183.9724078,1.665149865
263,0,-20.5334,60,13429919,808352,0,77114,29182783,0,0,0,65.275234,475020,462000,341855,5081,1224,1027,49383,779,407198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.7517488,181.0750255,1.638833119
264,2.93329,-20.5334,60,13432300,839443,0,77156,28817807,0,0,0,65.130376,515760,500700,373857,5201,1229,1035,53766,803,444295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.8770305,191.010392,1.617069246
265,5.86655,-20.5334,60,13486994,841343,0,77807,29012267,0,0,0,65.210196,534960,518820,392452,4900,1267,970,56400,825,465364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.6635802,194.2002169,1.594558365
266,8.79982,-20.5334,60,13431206,837869,0,77174,28818245,0,0,0,65.072952,552900,535800,408857,4869,1180,977,58630,815,484188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.4303119,196.7235461,1.572919551
267,11.7331,-20.5334,60,13387281,836992,0,76658,28503848,0,0,0,65.025512,576120,557700,429508,4708,1296,999,62012,801,508291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.6833983,200.004133,1.543385097
268,14.6664,-20.5334,60,13347997,833636,0,76267,52340921,0,0,0,65.183972,595560,576120,449272,4559,1264,951,64037,784,530232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.012744,203.3566351,1.524478136
269,17.5996,-20.5334,60,13445415,834285,0,77350,28692590,0,0,0,65.109163,616980,596400,468664,4396,1205,839,67003,806,552417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.8389615,206.1434532,1.503025959
270,20.5329,-20.5334,60,13447872,831056,0,77380,28872873,0,0,0,65.175918,636120,614220,486552,4436,1225,801,70086,774,573471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.7542169,208.7448969,1.483888811
271,23.4662,-20.5334,60,13431076,827313,0,77128,28945538,0,0,0,65.300863,652800,630240,504826,4327,1213,784,72737,789,594605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.6834338,211.2536833,1.465931524
272,26.3994,-20.5334,60,13393598,825722,0,76686,28550579,0,0,0,65.0957,679500,655260,527303,4128,1184,758,75790,760,620081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.0975881,215.2784279,1.449739257
273,29.3327,-20.5334,60,13400751,828773,0,76777,28558013,0,0,0,65.466404,701640,676020,550346,4009,1208,778,79034,750,646704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.7443467,219.7401812,1.441449374
274,32.266,-20.5334,60,13430131,827362,0,77120,28887310,0,0,0,65.023216,724440,697260,567443,3923,1211,752,81374,715,666357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.9940718,222.3009241,1.430466711
275,35.1992,-20.5334,60,13385132,823096,0,76595,28531297,0,0,0,65.02119,742200,713820,584013,3886,1246,671,83953,710,685446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.0181931,224.5781685,1.416069047
276,38.1325,-20.5334,60,13347411,824674,0,76178,28497861,0,0,0,65.054832,763620,733860,602790,3797,1195,663,86998,755,707474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.8592777,228.4309959,1.40462233
281,-38.1325,-17.5998,60,13321830,813260,0,75873,28540052,0,0,0,65.039133,298920,292920,174887,7438,1460,1490,24989,854,217019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.6566075,156.5264612,1.97191328
282,-35.1992,-17.5998,60,13417987,804634,0,76983,28540286,0,0,0,64.973118,306480,300300,181794,7114,1495,1434,26554,818,225200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.7779804,155.7918209,1.949896847
283,-32.2659,-17.5998,60,13378164,831918,0,76512,28460064,0,0,0,65.033094,329100,321960,199319,7205,1517,1566,28796,919,245729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.8811718,162.9176576,1.9327627
284,-29.3327,-17.5998,60,13344712,836725,0,76099,28577963,0,0,0,65.019045,343920,336360,213211,7076,1535,1374,30858,865,261651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.3352535,166.0391802,1.917229735
285,-26.3994,-17.5998,60,13334683,835482,0,76094,59977093,0,0,0,65.074013,356340,348120,225296,6989,1447,1433,32544,873,275136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.8159974,167.4939004,1.885537303
286,-23.4661,-17.5998,60,13401288,835934,0,76779,28114092,0,0,0,65.178212,367200,358500,236103,6776,1465,1317,34136,831,287205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.1196511,168.5083576,1.852250271
287,-20.5328,-17.5998,60,13395039,833035,0,76771,28764003,0,0,0,65.007955,382620,373560,249873,6573,1383,1342,36059,863,303124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.7111587,170.8721676,1.824235995
288,-17.5996,-17.5998,60,13376853,827755,0,76534,28912546,0,0,0,64.940596,399540,389640,264745,6377,1441,1266,37847,879,319887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.0548058,172.6092103,1.796281932
289,-14.6663,-17.5998,60,13338183,825738,0,76143,59977096,0,0,0,65.052464,413040,402720,278399,6187,1280,1227,40339,852,335436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.4277485,174.4732227,1.767765528
290,-11.733,-17.5998,60,13316301,817143,0,75836,28550401,0,0,0,65.049598,422340,411780,289597,5972,1374,1216,41822,847,348008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.1035221,174.7902302,1.739819907
291,-8.79978,-17.5998,60,13409755,805083,0,76966,28419228,0,0,0,65.006742,432240,420840,299803,5637,1367,1221,43374,810,359591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.6148782,174.2756851,1.70772462
292,-5.86651,-17.5998,60,13388067,799624,0,76688,28660134,0,0,0,65.090481,447240,435600,315409,5496,1312,1143,45416,781,377139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.6349439,175.7948803,1.681703946
